"userid","screeName","lang","tweetID","tweetCreated","tweetText","favorites","retweet"
"2255546526","Demolarsarah","en","806750650646134784","2016-12-08 06:41:58","RT @muzahara2: I think so much to you, to #Aleppo ! https://t.co/eUq2D9ATQm","0","1"
"2255546526","Demolarsarah","en","806749577126645761","2016-12-08 06:37:42","RT @nadoshma: How is life ones own doing when you simply have to accept and live with the wrongs like Trump, killings in Aleppo, hungry and…","0","1"
"2255546526","Demolarsarah","en","806749511452225541","2016-12-08 06:37:26","@nadoshma That is a really good question. It is such a mystery.","1","0"
"2255546526","Demolarsarah","en","806589047577530368","2016-12-07 19:59:49","RT @jonsnowC4: We are worried for our young pregnant camaera woman in East #Aleppo Please sned this message viral..as East Aleppo falls htt…","0","2437"
"2255546526","Demolarsarah","en","806588985799651329","2016-12-07 19:59:34","RT @Mr_Alhamdo: Don't worry about our souls. Have a worry about the humanity left in this world. we are free people on and under the ground…","0","196"
"2255546526","Demolarsarah","en","806576217654587392","2016-12-07 19:08:50","@Mr_Alhamdo ...who he loves very much. He knows your hearts. He will wipe away every tear.","1","1"
"2255546526","Demolarsarah","en","806576063186759680","2016-12-07 19:08:13","@Mr_Alhamdo Although I am not a Muslim, and I am Christian, I believe that God has their/your souls in his hand as you are his creation.","1","1"
"2255546526","Demolarsarah","en","806574547554025472","2016-12-07 19:02:12","RT @peggybrug: For me, outside it's ok. Because I'm in Paris. But I #StandWithAleppo and with #free_aleppo_civilians https://t.co/peXXeYqLCr","0","20"
"2255546526","Demolarsarah","en","806574158620393472","2016-12-07 19:00:39","@peter45b @Mr_Alhamdo ...the best option that he sees, in staying. Which is also probably his only option. It is such a cruel situation/war","0","0"
"2255546526","Demolarsarah","en","806573911982776320","2016-12-07 18:59:40","@peter45b @Mr_Alhamdo Yes I see people making all kinds of different comments. But I am proud of his courage and commitment to...","1","0"
"2255546526","Demolarsarah","en","806419582076391425","2016-12-07 08:46:25","RT @AhmadAlkhtiib: 3: Evacuate the civilians who want to leave from #Aleppo toward North countryside of Aleppo, Not toward Idlib because of…","0","19"
"2255546526","Demolarsarah","en","806417808179359744","2016-12-07 08:39:22","@Demolarsarah ...as well. I think of you every day #Aleppo  and I and my family pray for you often.","1","0"
"2255546526","Demolarsarah","en","806417482814615553","2016-12-07 08:38:05","@Demolarsarah ...The next morning the 7 day (?)  cease fire began. It has been intense since then but other times my prayers were answered..","0","0"
"2255546526","Demolarsarah","en","806417080098533376","2016-12-07 08:36:29","@Demolarsarah ...telling me to pray for ""millions of angels"" to intervene in Aleppo.","0","0"
"2255546526","Demolarsarah","en","806416659250483200","2016-12-07 08:34:48","@Demolarsarah I also started to pray, and although the cease fires were way to short. One was announced the morning after I felt God was...","0","0"
"2255546526","Demolarsarah","und","806415949238706178","2016-12-07 08:31:59","@Demolarsarah #SolidarityAleppo ❤️","0","0"
"2255546526","Demolarsarah","en","806415825460572160","2016-12-07 08:31:29","@Demolarsarah ...our relatives go back to the beginning of time. We are part of each other's stories. Thank you for sharing and building...","1","0"
"2255546526","Demolarsarah","en","806415576365080576","2016-12-07 08:30:30","@Demolarsarah ...is causing you to grow. You are walking through fire, and I see it. 💛 I love you brothers and sisters. You are my family...","0","0"
"2255546526","Demolarsarah","en","806415166275362817","2016-12-07 08:28:52","@Demolarsarah ...least try even if in small ways to learn from or repent for. I think God, Emanuel is always right there with you, and he...","0","0"
"2255546526","Demolarsarah","en","806414852554006528","2016-12-07 08:27:37","@Demolarsarah ...have survived so far. If you or anyone has committed crimes, I think you now have had an experience to learn from or at...","0","0"
"2255546526","Demolarsarah","en","806414613990412288","2016-12-07 08:26:41","@Demolarsarah Even if you never get over your pain or anger/revenge, I think you are amazing. I hold you in high esteem, because of what you","0","0"
"2255546526","Demolarsarah","en","806414232631676930","2016-12-07 08:25:10","@Demolarsarah ...know you, if you are ok today? Or not? I pray for you, and I want to know if God is helping you? Comforting you? Helping?","0","0"
"2255546526","Demolarsarah","en","806413859317612546","2016-12-07 08:23:41","@Demolarsarah ...even speak my language although I do not speak or understand yours you are gracious to communicate with me. I want to...","0","0"
"2255546526","Demolarsarah","en","806413634767204352","2016-12-07 08:22:47","@Demolarsarah ...to know you and be connected to you not just because of your struggle but because I think you are cool. You are smart and..","0","0"
"2255546526","Demolarsarah","en","806413307775062016","2016-12-07 08:21:29","@Demolarsarah ...history. Some have messaged me and answered my questions. I feel so grateful for that because I love them/you, and want...","0","0"
"2255546526","Demolarsarah","en","806413058780250113","2016-12-07 08:20:30","@Demolarsarah I think Syrians are all so incredibly beautiful, literally, what a beautiful group of people with such a rich culture and...","0","0"
"2255546526","Demolarsarah","en","806412842723217408","2016-12-07 08:19:38","@Demolarsarah I am so thankful to the people who are sharing so many vulnerabilities. I am proud of them and thing they are so strong!","0","0"
"2255546526","Demolarsarah","en","806412403743170561","2016-12-07 08:17:54","@Demolarsarah ...stand why some lie or bend the truth. They are scared, angry, hopeless and determined. They have been let down by humanity.","1","0"
"2255546526","Demolarsarah","en","806412119155425280","2016-12-07 08:16:46","@Demolarsarah ... a. But I see even in the propaganda What and why people want to be heard about. There is validity to much of it. I under..","0","0"
"2255546526","Demolarsarah","en","806411845070295040","2016-12-07 08:15:40","@Demolarsarah Here I have read and unfortunately seen so many things that are happening in Aleppo/Syria. I see some truth and some propagand","1","0"
"2255546526","Demolarsarah","en","806411501934297088","2016-12-07 08:14:19","@Demolarsarah ...only small amounts of news about Aleppo. I could tell I was not getting the full story so I started a twitter account.","1","0"
"2255546526","Demolarsarah","en","806411281351589888","2016-12-07 08:13:26","@Demolarsarah ...boys were killed(?) or tortured and there was an uprising. I started looking on YouTube to get more info in Oct. and found.","1","0"
"2255546526","Demolarsarah","en","806410997929906176","2016-12-07 08:12:18","I have been following the war in Aleppo since October. Before all I knew was of ""a protest"" that happened in 2011 or 2012 where some young..","3","0"
"2255546526","Demolarsarah","en","806410415404032000","2016-12-07 08:10:00","@Rami_Zien 💛 You are my brother :-)   Somewhere a long time ago we are related. I love you and all the beautiful resilient people of Aleppo.","1","0"
"2255546526","Demolarsarah","en","806409606058549248","2016-12-07 08:06:47","@StefeVSshadows ...miracle of joy or moments of joy for the people of Aleppo. But also for our enemies, to bring healing to our world.","0","0"
"2255546526","Demolarsarah","en","806409402437636097","2016-12-07 08:05:58","@StefeVSshadows I have experienced that joy at least once after prayer, like the heaviness was lifted. It was crazy. So I pray for that...","0","0"
"2255546526","Demolarsarah","en","806409116914622464","2016-12-07 08:04:50","@StefeVSshadows ...many things, and also for myself...when I can bring myself to...for joy to rise up from the brokenness miraculously.","0","0"
"2255546526","Demolarsarah","en","806408899901333504","2016-12-07 08:03:58","@StefeVSshadows It seems impossible to ever get over that pain and the damage that has been caused. They need a miracle. I pray for them for","0","0"
"2255546526","Demolarsarah","en","806408528827183104","2016-12-07 08:02:30","@StefeVSshadows Ya, definitely. They have so much on their shoulders, and have been through in inhuman amount of trauma and total injustice.","0","0"
"2255546526","Demolarsarah","en","806389387495927808","2016-12-07 06:46:26","@StefeVSshadows Ya, that is what I am coming to understand.","0","0"
"2255546526","Demolarsarah","en","806389251239776256","2016-12-07 06:45:54","@Demolarsarah ...all of the evil that is happening and the youth that is being stolen away.","0","0"
"2255546526","Demolarsarah","en","806389093244555264","2016-12-07 06:45:16","@Demolarsarah They get her to help them to end the ""war"". It is amazing and speaks to all of us about how we need to also shed light on...","0","0"
"2255546526","Demolarsarah","en","806388831343824897","2016-12-07 06:44:14","@Demolarsarah ...They go to the queen of England and devise a plan to get her to believe their story that giants are eating children.","0","0"
"2255546526","Demolarsarah","en","806388606378147840","2016-12-07 06:43:20","@Demolarsarah The giant and orphan come together like father and daughter and figure out a way to end the ""war"" of giants eating children...","0","0"
"2255546526","Demolarsarah","en","806388147982569472","2016-12-07 06:41:31","@StefeVSshadows I am also extremely fortunate to be so far away from all of the struggle. But I want to be connected as I see them as family","0","0"
"2255546526","Demolarsarah","en","806387766896562176","2016-12-07 06:40:00","@StefeVSshadows Oh, ok. Are you from Aleppo?","0","0"
"2255546526","Demolarsarah","en","806387647258173440","2016-12-07 06:39:31","@StefeVSshadows Yeah. It is so hard to understand how things could get so bad. So much evil has gripped on to the situation.","0","0"
"2255546526","Demolarsarah","en","806387247515922433","2016-12-07 06:37:56","@Demolarsarah ...through the story of an Orphan and a Big Friendly Giant. It has a resolution at the end.","0","0"
"2255546526","Demolarsarah","en","806386957827837953","2016-12-07 06:36:47","My son just finished this book. It is a movie also. Written for children, with an amazing portrayal of war told... https://t.co/UqE0VgdjSg","1","0"
"2255546526","Demolarsarah","en","806386245060460544","2016-12-07 06:33:57","@StefeVSshadows Are you in Aleppo?","0","0"
"2255546526","Demolarsarah","en","806386197320859649","2016-12-07 06:33:46","@StefeVSshadows Ya, that is the picture I am getting in all of this.","0","0"
"2255546526","Demolarsarah","en","806385890138456064","2016-12-07 06:32:32","@StefeVSshadows ...of a tapestry.","0","0"
"2255546526","Demolarsarah","en","806385723679113216","2016-12-07 06:31:53","@StefeVSshadows Oh, ok. It is so hard to see what is happening. Each person has something to say. It is like looking at the back side...","0","0"
"2255546526","Demolarsarah","en","806384744745275392","2016-12-07 06:27:59","@Demolarsarah Earth where we will lose everything. We must put our heart and hope in God, the only one who can fix our situation and hearts.","0","0"
"2255546526","Demolarsarah","en","806384420370448384","2016-12-07 06:26:42","@Demolarsarah We must store up treasure in heaven where thieves can not break in and steal. We do not want to lose our heart and hopes on...","0","0"
"2255546526","Demolarsarah","en","806384148957036544","2016-12-07 06:25:37","@Demolarsarah ...we do not store up treasures on Earth where thieves break in and steal. ...","0","0"
"2255546526","Demolarsarah","en","806383928122765312","2016-12-07 06:24:45","It is so hard but we have to forgive if we want things to change. We do not store up treasures on Earth where moths and rust destroy and ...","2","0"
"2255546526","Demolarsarah","en","806383008265682945","2016-12-07 06:21:05","@Rami_Zien your heart.","1","0"
"2255546526","Demolarsarah","en","806382952879915008","2016-12-07 06:20:52","@Rami_Zien He has NOT forgotten you. Call upon his name. Ask God to reveal himself to you and answer your prayers. He knows the desires of","1","0"
"2255546526","Demolarsarah","en","806382009308291072","2016-12-07 06:17:07","@Rami_Zien Have faith. God, Emanuel is with you. He carries all the strength needed to bring change. And he wants change and healing for us.","1","0"
"2255546526","Demolarsarah","en","806381741116166144","2016-12-07 06:16:03","@Rami_Zien ..not forget, we have much to learn from these experiences, and have to strategize. But not by our own understanding alone.","1","0"
"2255546526","Demolarsarah","en","806381540108304384","2016-12-07 06:15:15","@Rami_Zien ...We are all his creation and he knows the best way to heal our world. We must ask him humbly. We have to forgive to heal. Not..","2","0"
"2255546526","Demolarsarah","en","806381248612564992","2016-12-07 06:14:06","@Rami_Zien ...are ever going to change. We need to change and be the grace that is so badly needed now. God is gracious he will answer. ...","1","0"
"2255546526","Demolarsarah","en","806381010195714049","2016-12-07 06:13:09","@Rami_Zien We need to pray for change now. I pray for joy also because it is so lacking. We must pray for our enemies as well if things...","2","0"
"2255546526","Demolarsarah","en","806380609253834757","2016-12-07 06:11:33","RT @Rami_Zien: Greetings everyone
Very harmful day we lived.
While districts hv'been erased using all kinds of weapons.
We said goodbye to…","0","51"
"2255546526","Demolarsarah","en","806380305137471488","2016-12-07 06:10:21","@younes_shasho It is just awful! I can't believe things are still getting worse.","0","0"
"2255546526","Demolarsarah","en","806380095338348544","2016-12-07 06:09:31","@StefeVSshadows So who are the freedom fighters then? Are there any? Good fighters? Also causing death?","0","0"
"2255546526","Demolarsarah","en","806379790097858561","2016-12-07 06:08:18","To those posting about Aleppo's liberation, can you also acknowledge the carnage happening to bring this liberation? It is not one sided.","1","0"
"2255546526","Demolarsarah","en","806378794265223168","2016-12-07 06:04:21","@IranArabSpring I want to share this in America, does anyone know how I can post this to Facebook?","0","0"
"2255546526","Demolarsarah","en","806378068965294080","2016-12-07 06:01:28","@ahmadalissa We need to pray for our enemies.","0","0"
"2255546526","Demolarsarah","en","806260884431437824","2016-12-06 22:15:49","RT @WorldVisionIre: ""No matter who's fighting to take it, this intractable violence spells utter devastation for children"" #Aleppo https://…","0","94"
"2255546526","Demolarsarah","en","806259980923830272","2016-12-06 22:12:13","What is this? What does it mean? https://t.co/kbIEOZV0pE","0","0"
"2255546526","Demolarsarah","en","806256182440509440","2016-12-06 21:57:08","RT @FacesofchangeNL: I had to flee. I had no choice. But my heart is in #Syria. Mostly in #Aleppo. I #StandWithAleppo @elpaisinenglish @gua…","0","30"
"2255546526","Demolarsarah","en","806254792007766016","2016-12-06 21:51:36","RT @AhmadAlkhtiib: Love in the Camp, so sweet friends in bad conditions ❤️
Two #Syrian children's in one of the camps around this world htt…","0","43"
"2255546526","Demolarsarah","en","806252677122273281","2016-12-06 21:43:12","@hamadaalawad This is so heartbreaking, he looks the same age as my son.","0","0"
"2255546526","Demolarsarah","und","806251505112072192","2016-12-06 21:38:32","#StandWithAleppo https://t.co/RbTm49vHOk","0","1"
"2255546526","Demolarsarah","en","806249381137551360","2016-12-06 21:30:06","RT @FacesofchangeNL: Children are targets in bloody #Aleppo. Unforgivable &amp; unacceptable. We must witness and denounce day after day. #Stan…","0","23"
"2255546526","Demolarsarah","en","806247068905836544","2016-12-06 21:20:55","RT @Zendetta2022: Action required !!! Our dear friends @Fouadhallak89 @aqzalkha are arrested in #Holland for demonstrating in front of the…","0","7"
"2255546526","Demolarsarah","en","806246461344071680","2016-12-06 21:18:30","RT @Linashamy: Many families were killed by bombing while they were trying to flee the districts that Assad gangs were storming

#StandWith…","0","248"
"2255546526","Demolarsarah","en","806245456564977664","2016-12-06 21:14:30","Alive? https://t.co/PH0ryQe9QF","0","0"
"2255546526","Demolarsarah","en","806155926323331072","2016-12-06 15:18:45","RT @MSF_Sea: FACT: @MSF does not ask for passport or ID before saving a persons life. Migrant, refugee or jedi knight; it doesn't matter in…","0","259"
"2255546526","Demolarsarah","en","806038673342926848","2016-12-06 07:32:49","Secretary Jeh Johnson &amp; ATTN: explain the process of screening Syrian refugees - YouTube https://t.co/eLsU4EnTkh","0","0"
"2255546526","Demolarsarah","en","806025695046402048","2016-12-06 06:41:15","@Mr_Alhamdo This is so heartbreaking. Everyday I look to see if things are getting better. Please pray with me for Aleppo!","1","1"
"2255546526","Demolarsarah","en","805643409142804480","2016-12-05 05:22:11","@DouglasEBlake Yes, where will they go?","0","0"
"2255546526","Demolarsarah","en","805311234346127360","2016-12-04 07:22:14","Let us as ask God to be the change we need. https://t.co/iESLjPzTVt","1","0"
"2255546526","Demolarsarah","en","805310707558297601","2016-12-04 07:20:09","Whatever is holy think on these things. Hope, every day has new mercies. https://t.co/Jx8BaRjOqi","0","0"
"2255546526","Demolarsarah","en","805303725103267840","2016-12-04 06:52:24","Just had the best day of my life with the Safi family. ❤️ https://t.co/RLXUUtLgnK","2","0"
"2255546526","Demolarsarah","en","804779094164414464","2016-12-02 20:07:42","RT @schumelli1: #Aleppo looks like a ""ghost city"" but there are over 200.000 people living there.
70.000 of them are children.

#PrayForAle…","0","423"
"2255546526","Demolarsarah","en","804774703457968129","2016-12-02 19:50:15","@maytham956 I hope I can go there some day, it is so beautiful. Thank you for sharing these posts.","1","0"
"2255546526","Demolarsarah","en","804774258593280000","2016-12-02 19:48:29","@maytham956 I am praying for him now. 😞 Lord God move powerfully for this child and his family.","1","0"
"2255546526","Demolarsarah","en","804773674247032832","2016-12-02 19:46:10","RT @maytham956: Civilians from eastern #Aleppo reached to the government controlled areas on Naqqareen and will be moved to collective shel…","0","51"
"2255546526","Demolarsarah","en","804773065624207360","2016-12-02 19:43:45","RT @maytham956: 1
From Hanano Housing today in eastern #Aleppo #Syria https://t.co/zc4N1UhMNZ","0","12"
"2255546526","Demolarsarah","en","804772064502497280","2016-12-02 19:39:46","RT @maytham956: Via Whatsapp: Karm AlTarrab that was liberated today is where our factory was. Our factory was seized because it is owned b…","0","14"
"2255546526","Demolarsarah","en","804771165201833984","2016-12-02 19:36:12","? This seems like it is true. https://t.co/RrWiHoAtIZ","1","0"
"2255546526","Demolarsarah","en","804770617878712320","2016-12-02 19:34:01","Is this true? In the pictures it looks like the people were shot more likely than being bombed. ??? https://t.co/2jLZw5QCzw","0","0"
"2255546526","Demolarsarah","en","804756388719099904","2016-12-02 18:37:29","RT @WorldVisionUSA: What can we learn from the shepherds in the #Advent story? Find out with our #WVAdvocacy blog post: https://t.co/ZlXKKF…","0","9"
"2255546526","Demolarsarah","en","804756279700832256","2016-12-02 18:37:03","RT @MelissaCremon: People in #Aleppo are not alone #StandWithAleppo #Oslo https://t.co/qbWBY1LGv6","0","19"
"2255546526","Demolarsarah","en","804577238238654464","2016-12-02 06:45:36","I hope someday America will start taking in more immigrants. https://t.co/v9Sc0jKSOa","1","0"
"2255546526","Demolarsarah","en","804567290205196288","2016-12-02 06:06:04","RT @OnlyInterject: Read: ""Reduce intake of Syrian refugees to zero."" This is our country now? This is not American. This is not Christian.…","0","2"
"2255546526","Demolarsarah","und","804356143069827072","2016-12-01 16:07:03","🙏🏻 https://t.co/jXJ4e7RlKX","0","0"
"2255546526","Demolarsarah","en","804198603786854400","2016-12-01 05:41:03","RT @AlabedBana: We are today appealing to the world, to everyone to do something for me, Bana, my family &amp; the remaining people inside East…","0","2958"
"2255546526","Demolarsarah","en","804193358532911105","2016-12-01 05:20:12","RT @SenSanders: What I feared is coming true. Trump is empowering special interests not taking them on. #DrainTheSwamp https://t.co/8uXo3ps…","0","5518"
"2255546526","Demolarsarah","en","804193295291158529","2016-12-01 05:19:57","RT @SenWarren: Steve Mnuchin would get to decide how to regulate 30 of our biggest banks – including the bank where he currently serves as…","0","4335"
"2255546526","Demolarsarah","en","804193028885749760","2016-12-01 05:18:53","Powerful. https://t.co/F5WuPLMQAb","0","0"
"2255546526","Demolarsarah","en","804191505329987584","2016-12-01 05:12:50","RT @ajplus: The smell of death won't leave Aleppo: A young man mourns his dead mother as airstrikes pound the city. https://t.co/sq5j3FFTcn","0","2344"
